id,picture_name,original_confidence,removed_bg_confidence
n01833805_8014,n01833805_8014.png,"[{94: 98.6812515258789}, {139: 0.2820334732532501}, {140: 0.11268139630556107}, {264: 0.09420177340507507}, {95: 0.0650506317615509}]","[{5: 86.8755111694336}, {6: 7.336160659790039}, {4: 1.5044834613800049}, {394: 0.46010664105415344}, {728: 0.3703705668449402}]"
n01833805_4114,n01833805_4114.png,"[{94: 99.99580383300781}, {16: 0.002084766048938036}, {95: 0.0005784125532954931}, {20: 0.0004570168675854802}, {141: 0.0002534901141189039}]","[{94: 99.91481018066406}, {95: 0.03270498663187027}, {92: 0.005421668756753206}, {40: 0.0037023660261183977}, {47: 0.002954890253022313}]"
n01833805_10223,n01833805_10223.png,"[{94: 99.82412719726562}, {95: 0.04934769123792648}, {140: 0.018692851066589355}, {141: 0.011417528614401817}, {16: 0.009663186967372894}]","[{94: 99.86488342285156}, {92: 0.03520693629980087}, {141: 0.016139330342411995}, {140: 0.008072524331510067}, {95: 0.007791320793330669}]"
n01833805_7852,n01833805_7852.png,"[{94: 99.80486297607422}, {309: 0.10837221890687943}, {315: 0.010230104438960552}, {325: 0.010052472352981567}, {324: 0.008711337111890316}]","[{94: 98.53427124023438}, {92: 0.08107886463403702}, {129: 0.07411518692970276}, {31: 0.06538057327270508}, {40: 0.06012094020843506}]"
n01833805_12067,n01833805_12067.png,"[{94: 99.99756622314453}, {95: 0.0014410191215574741}, {141: 0.00043450837256386876}, {20: 0.0003003913152497262}, {140: 0.00011758736218325794}]","[{94: 99.24678039550781}, {141: 0.2260984182357788}, {20: 0.1639801263809204}, {140: 0.06384773552417755}, {142: 0.028378909453749657}]"
n01833805_4598,n01833805_4598.png,"[{94: 99.9544448852539}, {95: 0.03825780749320984}, {92: 0.0014532809145748615}, {141: 0.0011952754575759172}, {308: 0.0006598515319637954}]","[{94: 99.99809265136719}, {141: 0.000432349625043571}, {95: 0.00039639612077735364}, {20: 0.00032131181797012687}, {140: 0.00018190131231676787}]"
n01833805_8679,n01833805_8679.png,"[{94: 85.51750946044922}, {84: 12.987704277038574}, {92: 0.7248562574386597}, {95: 0.23908217251300812}, {136: 0.13894376158714294}]","[{94: 89.6591567993164}, {84: 3.8518052101135254}, {92: 1.45863938331604}, {136: 1.0622748136520386}, {97: 0.5478720664978027}]"
n01833805_935,n01833805_935.png,"[{94: 99.54737091064453}, {95: 0.37109091877937317}, {395: 0.03750380873680115}, {40: 0.01647166721522808}, {92: 0.007124832831323147}]","[{94: 99.7292709350586}, {40: 0.12314033508300781}, {95: 0.04105956107378006}, {92: 0.023037509992718697}, {46: 0.019906923174858093}]"
n01833805_10529,n01833805_10529.png,"[{94: 99.88755798339844}, {142: 0.06196604296565056}, {92: 0.012058427557349205}, {141: 0.008258916437625885}, {129: 0.007786033675074577}]","[{94: 34.28092575073242}, {21: 11.86810302734375}, {20: 4.460258483886719}, {133: 4.451943874359131}, {17: 3.2656166553497314}]"
n01833805_4222,n01833805_4222.png,"[{94: 99.77122497558594}, {95: 0.21364356577396393}, {20: 0.004010151140391827}, {92: 0.002060867613181472}, {140: 0.0020558228716254234}]","[{94: 99.93998718261719}, {95: 0.037105657160282135}, {20: 0.0042443713173270226}, {92: 0.004119729623198509}, {140: 0.002439939882606268}]"
n01833805_30431,n01833805_30431.png,"[{94: 99.9942398071289}, {141: 0.002046414650976658}, {95: 0.0012663868255913258}, {389: 0.0008145773899741471}, {140: 0.0004707507323473692}]","[{94: 99.98442840576172}, {389: 0.006679315119981766}, {20: 0.002314804121851921}, {95: 0.0009209419367834926}, {395: 0.0008995628450065851}]"
n01833805_19687,n01833805_19687.png,"[{94: 99.94694519042969}, {95: 0.05140101909637451}, {20: 0.0007363333133980632}, {309: 0.0001765140041243285}, {300: 8.212906686821952e-05}]","[{94: 99.99971008300781}, {95: 0.0002457953232806176}, {20: 2.6173771402682178e-05}, {84: 3.97988515032921e-06}, {141: 3.458404080447508e-06}]"
n01833805_8877,n01833805_8877.png,"[{94: 23.76030921936035}, {989: 22.907976150512695}, {738: 9.916330337524414}, {815: 9.136336326599121}, {723: 4.140665531158447}]","[{94: 37.34545135498047}, {317: 10.334575653076172}, {59: 7.5675225257873535}, {315: 3.809263229370117}, {31: 2.4836554527282715}]"
n01833805_6607,n01833805_6607.png,"[{94: 99.96215057373047}, {92: 0.01553781796246767}, {16: 0.009424855932593346}, {95: 0.00836508721113205}, {20: 0.0015653151785954833}]","[{644: 5.29081392288208}, {818: 4.0744757652282715}, {111: 2.831904888153076}, {4: 2.629770040512085}, {677: 2.239081621170044}]"
n01833805_4425,n01833805_4425.png,"[{94: 99.99099731445312}, {16: 0.004425595514476299}, {95: 0.0012530435342341661}, {12: 0.0007440573535859585}, {20: 0.0006179139018058777}]","[{94: 99.99696350097656}, {141: 0.001406364026479423}, {140: 0.0010773284593597054}, {20: 0.00043421078589744866}, {136: 1.552773937874008e-05}]"
n01833805_3135,n01833805_3135.png,"[{94: 99.8215103149414}, {95: 0.1784205138683319}, {92: 3.13692435156554e-05}, {20: 1.2391575182846282e-05}, {307: 9.156015948974527e-06}]","[{94: 97.04986572265625}, {317: 0.4234647750854492}, {126: 0.2767692506313324}, {95: 0.17133234441280365}, {103: 0.08117089420557022}]"
n01833805_930,n01833805_930.png,"[{94: 99.98987579345703}, {600: 0.0032502971589565277}, {141: 0.001472944626584649}, {845: 0.00036950394860468805}, {95: 0.00025509187253192067}]","[{21: 22.466773986816406}, {94: 17.967369079589844}, {146: 7.278536796569824}, {81: 4.563357353210449}, {749: 4.130827903747559}]"
n01833805_1414,n01833805_1414.png,"[{94: 99.99430084228516}, {141: 0.0027519077993929386}, {140: 0.0009332975605502725}, {129: 0.0004010183038190007}, {16: 0.000350324553437531}]","[{94: 99.455810546875}, {141: 0.16615281999111176}, {140: 0.13647806644439697}, {21: 0.07315002381801605}, {20: 0.0639927014708519}]"
n01833805_622,n01833805_622.png,"[{94: 99.9932632446289}, {16: 0.002195123815909028}, {20: 0.001189070288091898}, {17: 0.0005520727718248963}, {95: 0.0005290989647619426}]","[{94: 23.63089942932129}, {59: 16.032655715942383}, {20: 13.200743675231934}, {18: 5.088888168334961}, {563: 2.1396842002868652}]"
n01833805_644,n01833805_644.png,"[{94: 86.54055786132812}, {814: 3.519902467727661}, {879: 0.5114128589630127}, {130: 0.37703877687454224}, {562: 0.3189176619052887}]","[{644: 3.434701919555664}, {111: 2.724581003189087}, {818: 1.6884920597076416}, {626: 1.5937384366989136}, {530: 1.3853106498718262}]"
n01833805_16143,n01833805_16143.png,"[{94: 99.9205322265625}, {142: 0.03861428424715996}, {141: 0.020650532096624374}, {140: 0.014707841910421848}, {20: 0.0033768664579838514}]","[{94: 95.71222686767578}, {140: 1.583676815032959}, {141: 0.9678292274475098}, {20: 0.5203500390052795}, {142: 0.5117100477218628}]"
n01833805_10363,n01833805_10363.png,"[{94: 99.82998657226562}, {95: 0.10252562165260315}, {92: 0.021228156983852386}, {16: 0.014424130320549011}, {84: 0.006010951474308968}]","[{94: 96.57357788085938}, {898: 1.6749378442764282}, {907: 0.16294054687023163}, {899: 0.15335524082183838}, {572: 0.143399178981781}]"
n01833805_6695,n01833805_6695.png,"[{94: 87.41055297851562}, {10: 4.478743553161621}, {92: 1.369675636291504}, {21: 1.2973703145980835}, {11: 0.9093533158302307}]","[{353: 17.87694549560547}, {327: 7.612696170806885}, {115: 6.679062366485596}, {113: 5.885773181915283}, {38: 5.858070373535156}]"
n01833805_1411,n01833805_1411.png,"[{94: 99.29163360595703}, {133: 0.20372241735458374}, {92: 0.1165710836648941}, {129: 0.087404765188694}, {95: 0.08229983597993851}]","[{394: 22.46190071105957}, {94: 9.724061012268066}, {129: 8.169618606567383}, {749: 4.529849052429199}, {395: 3.9557836055755615}]"
n01833805_4987,n01833805_4987.png,"[{94: 57.560020446777344}, {16: 31.863815307617188}, {12: 6.9929518699646}, {11: 0.6976169347763062}, {92: 0.3450075089931488}]","[{12: 64.98928833007812}, {94: 28.15460205078125}, {21: 2.7312941551208496}, {23: 2.0883402824401855}, {82: 0.33392736315727234}]"
n01833805_190,n01833805_190.png,"[{94: 99.17317962646484}, {902: 0.30230623483657837}, {16: 0.11809287965297699}, {12: 0.029662638902664185}, {310: 0.024069715291261673}]","[{94: 99.96095275878906}, {397: 0.011939320713281631}, {140: 0.004598990548402071}, {92: 0.0036776026245206594}, {97: 0.002200733171775937}]"
n01833805_22701,n01833805_22701.png,"[{94: 99.99788665771484}, {95: 0.0014992665965110064}, {92: 0.0003120616602245718}, {128: 7.162375550251454e-05}, {141: 6.944422057131305e-05}]","[{94: 99.9993896484375}, {95: 0.000280732405371964}, {92: 0.0001477696350775659}, {141: 4.675090531236492e-05}, {140: 3.194227974745445e-05}]"
n01833805_3,n01833805_3.png,"[{94: 99.99952697753906}, {95: 0.00025103098596446216}, {141: 7.212461059680209e-05}, {142: 3.2086150895338506e-05}, {140: 2.771607796603348e-05}]","[{94: 99.99529266357422}, {20: 0.0013610183959826827}, {725: 0.0003252306778449565}, {16: 0.0003089358506258577}, {92: 0.0002891679760068655}]"
n01833805_11149,n01833805_11149.png,"[{94: 88.72933197021484}, {95: 7.84318733215332}, {92: 1.973021388053894}, {16: 0.9035863876342773}, {131: 0.10124664008617401}]","[{89: 37.7764778137207}, {94: 13.178565979003906}, {324: 2.4511146545410156}, {112: 2.4106204509735107}, {87: 1.7077767848968506}]"
n01833805_6078,n01833805_6078.png,"[{94: 99.99980926513672}, {95: 0.00010311265214113519}, {16: 2.3781474737916142e-05}, {987: 1.0014719009632245e-05}, {97: 6.387391749740345e-06}]","[{94: 89.3985595703125}, {59: 3.86279296875}, {40: 1.201942801475525}, {90: 0.6626332402229309}, {92: 0.4395661950111389}]"
n01833805_3638,n01833805_3638.png,"[{94: 99.99760437011719}, {95: 0.001428523100912571}, {18: 0.0003014848625753075}, {90: 0.0001806086365832016}, {16: 0.00014708831440657377}]","[{94: 99.92657470703125}, {97: 0.02018304355442524}, {92: 0.01278570294380188}, {21: 0.008808149956166744}, {20: 0.006329520605504513}]"
n01833805_8511,n01833805_8511.png,"[{94: 97.63001251220703}, {95: 2.110349416732788}, {309: 0.04561985656619072}, {15: 0.01608017273247242}, {141: 0.01268268283456564}]","[{94: 94.04153442382812}, {128: 0.919955313205719}, {1: 0.7044439911842346}, {129: 0.5871835947036743}, {92: 0.3795490860939026}]"
n01833805_4012,n01833805_4012.png,"[{94: 96.32391357421875}, {95: 3.4470980167388916}, {90: 0.04219929128885269}, {91: 0.029716942459344864}, {84: 0.02135588601231575}]","[{94: 88.7405014038086}, {317: 3.245856285095215}, {59: 1.1691943407058716}, {95: 1.1101917028427124}, {92: 0.646400511264801}]"
n01833805_3908,n01833805_3908.png,"[{94: 94.21175384521484}, {20: 0.48748260736465454}, {309: 0.4061525762081146}, {673: 0.2657298743724823}, {95: 0.19041988253593445}]","[{94: 77.62489318847656}, {20: 3.00072979927063}, {12: 2.6256680488586426}, {140: 2.3302340507507324}, {21: 2.2021560668945312}]"
n01833805_7964,n01833805_7964.png,"[{94: 94.71342468261719}, {95: 2.2729389667510986}, {16: 2.1108596324920654}, {92: 0.6243736743927002}, {93: 0.056379083544015884}]","[{94: 87.4089126586914}, {16: 5.560297012329102}, {145: 0.8853330016136169}, {96: 0.5697559714317322}, {92: 0.3905501365661621}]"
n01833805_6641,n01833805_6641.png,"[{94: 98.15826416015625}, {554: 0.41323113441467285}, {562: 0.2104092836380005}, {733: 0.12153347581624985}, {716: 0.10282468050718307}]","[{21: 42.447723388671875}, {4: 17.791379928588867}, {146: 4.139618396759033}, {94: 3.854095220565796}, {23: 3.107182502746582}]"
n01833805_19876,n01833805_19876.png,"[{94: 99.62957763671875}, {95: 0.2329164445400238}, {92: 0.05543150380253792}, {20: 0.019966933876276016}, {140: 0.014017845503985882}]","[{94: 99.86551666259766}, {20: 0.06217912957072258}, {140: 0.01596333459019661}, {95: 0.008073561824858189}, {92: 0.003456424456089735}]"
n01833805_14746,n01833805_14746.png,"[{94: 88.7386245727539}, {16: 7.649021625518799}, {95: 2.0050435066223145}, {92: 0.28508299589157104}, {128: 0.09497588127851486}]","[{94: 89.18013763427734}, {16: 6.000993251800537}, {20: 0.902706503868103}, {95: 0.6044400334358215}, {18: 0.48849740624427795}]"
n01833805_14,n01833805_14.png,"[{94: 99.99807739257812}, {16: 0.0018293403554707766}, {95: 3.0138553483993746e-05}, {845: 1.6841731849126518e-05}, {92: 1.165450521511957e-05}]","[{94: 60.25941848754883}, {12: 9.277876853942871}, {389: 8.593573570251465}, {391: 3.026350498199463}, {21: 2.137261152267456}]"
n01833805_1034,n01833805_1034.png,"[{94: 99.96050262451172}, {141: 0.021762531250715256}, {140: 0.009655158966779709}, {16: 0.002134908689185977}, {95: 0.0013213742058724165}]","[{94: 98.74588012695312}, {141: 0.7098121047019958}, {140: 0.33781492710113525}, {397: 0.03766094893217087}, {390: 0.026344865560531616}]"
n01833805_4283,n01833805_4283.png,"[{94: 99.9990234375}, {95: 0.0008955979137681425}, {309: 1.4450903108809143e-05}, {307: 1.2249908650119323e-05}, {84: 1.0866394404729363e-05}]","[{94: 99.99111938476562}, {389: 0.00742675457149744}, {395: 0.000490402861032635}, {84: 0.0002738274051807821}, {129: 9.248264541383833e-05}]"
n01833805_6948,n01833805_6948.png,"[{94: 99.99991607666016}, {141: 3.176024983986281e-05}, {140: 1.9123521269648336e-05}, {92: 1.2328880984568968e-05}, {16: 8.088655704341363e-06}]","[{94: 99.9989242553711}, {20: 0.00043412906234152615}, {141: 0.00024512060917913914}, {140: 0.00011319393524900079}, {16: 5.991897705825977e-05}]"
n01833805_13083,n01833805_13083.png,"[{94: 99.9155044555664}, {95: 0.08189386874437332}, {92: 0.001290536718443036}, {142: 0.00028534780722111464}, {10: 0.00023627010523341596}]","[{94: 99.52884674072266}, {112: 0.15881511569023132}, {20: 0.05781666189432144}, {92: 0.0541938915848732}, {113: 0.026610443368554115}]"
n01833805_4101,n01833805_4101.png,"[{94: 99.8228988647461}, {95: 0.07433833926916122}, {20: 0.03121332637965679}, {140: 0.00949313584715128}, {16: 0.008680407889187336}]","[{94: 99.97241973876953}, {20: 0.008010494522750378}, {140: 0.004129355773329735}, {129: 0.00231070164591074}, {142: 0.002218870213255286}]"
n01833805_5857,n01833805_5857.png,"[{94: 99.42691040039062}, {95: 0.4624093770980835}, {92: 0.019817406311631203}, {88: 0.01148992870002985}, {128: 0.009115220047533512}]","[{94: 97.98773956298828}, {95: 0.8849930167198181}, {84: 0.4155620038509369}, {92: 0.2886424958705902}, {128: 0.06648705154657364}]"
n01833805_463,n01833805_463.png,"[{94: 99.99974060058594}, {141: 0.00013561159721575677}, {140: 6.444072641897947e-05}, {95: 1.1147505574626848e-05}, {129: 1.027957841870375e-05}]","[{94: 99.9798355102539}, {12: 0.0025179681833833456}, {140: 0.002165021374821663}, {389: 0.0018918983405455947}, {141: 0.0011446241987869143}]"
n01833805_12089,n01833805_12089.png,"[{94: 99.9779281616211}, {95: 0.01826636865735054}, {92: 0.0018675740575417876}, {140: 0.0003824993618763983}, {142: 0.00017452810425311327}]","[{94: 92.75694274902344}, {40: 1.4739904403686523}, {92: 0.8559410572052002}, {95: 0.6102055311203003}, {46: 0.5218063592910767}]"
n01833805_24362,n01833805_24362.png,"[{94: 99.26432037353516}, {95: 0.5893820524215698}, {92: 0.12392718344926834}, {84: 0.011090865358710289}, {128: 0.0015230211429297924}]","[{94: 99.91911315917969}, {95: 0.060306645929813385}, {84: 0.006910277996212244}, {92: 0.006894164253026247}, {128: 0.0017423084937036037}]"
n01833805_4069,n01833805_4069.png,"[{94: 99.8347396850586}, {82: 0.033009666949510574}, {10: 0.030026134103536606}, {95: 0.021909551694989204}, {12: 0.019871080294251442}]","[{94: 97.82066345214844}, {85: 0.570843517780304}, {24: 0.3372766375541687}, {20: 0.15940064191818237}, {23: 0.08285333216190338}]"
n01833805_6186,n01833805_6186.png,"[{94: 99.49500274658203}, {129: 0.3466613292694092}, {142: 0.07453860342502594}, {141: 0.012476123869419098}, {140: 0.009870612062513828}]","[{21: 40.48064041137695}, {749: 23.590227127075195}, {94: 8.268061637878418}, {33: 6.219207763671875}, {5: 5.221199989318848}]"
n01833805_7805,n01833805_7805.png,"[{94: 99.98490905761719}, {904: 0.004290043842047453}, {95: 0.002306929789483547}, {20: 0.001389027456752956}, {24: 0.0013570914743468165}]","[{94: 99.99524688720703}, {20: 0.0017008129507303238}, {140: 0.0011546037858352065}, {141: 0.0003589384432416409}, {95: 0.00026109570171684027}]"
n01833805_3194,n01833805_3194.png,"[{94: 99.99906921386719}, {141: 0.00024075366673059762}, {140: 0.0002151833614334464}, {20: 9.054689871845767e-05}, {572: 6.388121255440637e-05}]","[{94: 95.680419921875}, {141: 1.5864923000335693}, {146: 0.3313707709312439}, {140: 0.31242239475250244}, {20: 0.30863168835639954}]"
n01833805_1394,n01833805_1394.png,"[{94: 99.99767303466797}, {140: 0.0007710080244578421}, {141: 0.0006241032970137894}, {95: 0.0004181535914540291}, {142: 0.0002866291324608028}]","[{94: 99.32959747314453}, {20: 0.29141056537628174}, {16: 0.06313691288232803}, {92: 0.037228140980005264}, {95: 0.030536433681845665}]"
n01833805_4534,n01833805_4534.png,"[{94: 92.51992797851562}, {325: 2.7263541221618652}, {309: 1.0936040878295898}, {310: 0.8773914575576782}, {324: 0.5652949213981628}]","[{957: 19.9497127532959}, {112: 13.821761131286621}, {11: 11.307079315185547}, {94: 8.058331489562988}, {12: 3.193385124206543}]"
n01833805_6786,n01833805_6786.png,"[{94: 99.3986587524414}, {95: 0.38185155391693115}, {140: 0.07758790999650955}, {10: 0.03501198813319206}, {12: 0.024226944893598557}]","[{94: 99.86331939697266}, {140: 0.053982507437467575}, {112: 0.00933331623673439}, {129: 0.006909022107720375}, {92: 0.005788150709122419}]"
n01833805_3599,n01833805_3599.png,"[{94: 99.10963439941406}, {95: 0.8744500875473022}, {92: 0.014383363537490368}, {20: 0.00018766582070384175}, {16: 0.00011429422011133283}]","[{94: 98.85205841064453}, {92: 0.7273651361465454}, {95: 0.13305416703224182}, {97: 0.05446156859397888}, {59: 0.017775796353816986}]"
n01833805_2088,n01833805_2088.png,"[{94: 99.24041748046875}, {95: 0.4078695476055145}, {20: 0.21265673637390137}, {92: 0.0763801708817482}, {91: 0.013489550910890102}]","[{94: 64.26701354980469}, {317: 12.643912315368652}, {59: 3.7578482627868652}, {307: 1.4406499862670898}, {31: 1.2081807851791382}]"
n01833805_10797,n01833805_10797.png,"[{94: 99.95390319824219}, {309: 0.023112531751394272}, {15: 0.006527381483465433}, {95: 0.005193289369344711}, {20: 0.0022748964838683605}]","[{20: 9.98950481414795}, {99: 8.271120071411133}, {146: 6.666844367980957}, {127: 5.738919258117676}, {112: 5.353177547454834}]"
n01833805_16468,n01833805_16468.png,"[{94: 99.99960327148438}, {16: 0.0001677499240031466}, {324: 7.480414205929264e-05}, {309: 6.178965122671798e-05}, {19: 1.3915413546783384e-05}]","[{94: 98.8039779663086}, {21: 0.30413818359375}, {140: 0.21657727658748627}, {23: 0.1810145527124405}, {129: 0.08911357074975967}]"
n01833805_3030,n01833805_3030.png,"[{94: 99.67243194580078}, {40: 0.22943313419818878}, {46: 0.03378024697303772}, {47: 0.013335988856852055}, {59: 0.011370708234608173}]","[{94: 62.96268081665039}, {38: 9.762919425964355}, {389: 3.7052221298217773}, {59: 3.5102791786193848}, {40: 2.8808510303497314}]"
n01833805_2742,n01833805_2742.png,"[{94: 99.36549377441406}, {95: 0.6203550696372986}, {92: 0.009308281354606152}, {128: 0.0015467532211914659}, {141: 0.0009755864157341421}]","[{94: 99.99784088134766}, {95: 0.0016055242158472538}, {20: 0.00028278256650082767}, {92: 6.114954157965258e-05}, {141: 3.7518675526371226e-05}]"
n01833805_9012,n01833805_9012.png,"[{94: 99.99930572509766}, {95: 0.0005262418417260051}, {92: 5.0206712330691516e-05}, {307: 2.2726482711732388e-05}, {84: 1.9608967704698443e-05}]","[{94: 99.99883270263672}, {95: 0.0004522091767285019}, {84: 0.0002276784071000293}, {92: 0.00012358465755824}, {97: 6.185196980368346e-05}]"
n01833805_5433,n01833805_5433.png,"[{94: 99.9857406616211}, {389: 0.0014901673421263695}, {40: 0.0013394205598160625}, {95: 0.0007196083315648139}, {141: 0.0005615871632471681}]","[{94: 97.77847290039062}, {389: 1.858066201210022}, {391: 0.13077661395072937}, {1: 0.030892036855220795}, {395: 0.018801674246788025}]"
n01833805_8558,n01833805_8558.png,"[{94: 98.12609100341797}, {381: 0.7744156122207642}, {309: 0.18478289246559143}, {379: 0.09462985396385193}, {324: 0.07477967441082001}]","[{89: 38.57433319091797}, {94: 13.289691925048828}, {21: 11.513429641723633}, {129: 4.789929389953613}, {22: 3.4927475452423096}]"
n01833805_19538,n01833805_19538.png,"[{94: 99.99993133544922}, {141: 3.525188731146045e-05}, {95: 1.5994461136870086e-05}, {20: 1.9654312382044736e-06}, {140: 1.273215616492962e-06}]","[{94: 99.99990844726562}, {141: 4.1665924072731286e-05}, {95: 3.341520641697571e-05}, {128: 8.074596735241357e-06}, {92: 2.975110419356497e-06}]"
n01833805_29366,n01833805_29366.png,"[{94: 99.7878189086914}, {92: 0.10592540353536606}, {12: 0.04943391680717468}, {95: 0.022299829870462418}, {16: 0.013027288019657135}]","[{94: 99.98728942871094}, {140: 0.003594269510358572}, {92: 0.0035593300126492977}, {141: 0.0016650852048769593}, {12: 0.0013938362244516611}]"
n01833805_230,n01833805_230.png,"[{94: 99.96831512451172}, {95: 0.020199930295348167}, {16: 0.002859770320355892}, {308: 0.002469033235684037}, {92: 0.0015478985151275992}]","[{94: 47.371726989746094}, {89: 20.789592742919922}, {112: 3.873638153076172}, {129: 2.052266836166382}, {17: 1.4108508825302124}]"
n01833805_7804,n01833805_7804.png,"[{94: 70.69232940673828}, {18: 2.6751132011413574}, {522: 1.8595274686813354}, {16: 1.7096381187438965}, {92: 1.6296601295471191}]","[{845: 10.046710014343262}, {111: 9.31091022491455}, {126: 8.200034141540527}, {22: 4.025504112243652}, {784: 3.7888214588165283}]"
n01833805_8857,n01833805_8857.png,"[{94: 99.9985122680664}, {95: 0.0009477355633862317}, {141: 0.0001754137920215726}, {140: 0.00016983700334094465}, {142: 6.888747884659097e-05}]","[{94: 99.99925994873047}, {141: 0.00040130908018909395}, {140: 0.0001500993239460513}, {20: 7.68667523516342e-05}, {142: 2.6456205887370743e-05}]"
n01833805_6710,n01833805_6710.png,"[{94: 99.82402038574219}, {17: 0.030484888702630997}, {309: 0.02653277851641178}, {16: 0.018726233392953873}, {19: 0.011899440549314022}]","[{677: 11.171395301818848}, {113: 8.934223175048828}, {59: 4.5544962882995605}, {68: 3.6211769580841064}, {112: 3.466383695602417}]"
n01833805_1795,n01833805_1795.png,"[{94: 99.9975814819336}, {95: 0.0017494714120402932}, {141: 0.0001612985652172938}, {142: 0.0001477462355978787}, {140: 0.00010641283734003082}]","[{94: 95.43020629882812}, {59: 0.6274346709251404}, {397: 0.4322269558906555}, {40: 0.3219590187072754}, {112: 0.28704923391342163}]"
n01833805_4560,n01833805_4560.png,"[{94: 99.12449645996094}, {142: 0.5688496232032776}, {141: 0.19772805273532867}, {140: 0.02816900424659252}, {95: 0.01616041548550129}]","[{94: 99.89208984375}, {141: 0.032593343406915665}, {142: 0.022727753967046738}, {140: 0.011747365817427635}, {97: 0.011308971792459488}]"
n01833805_9863,n01833805_9863.png,"[{94: 99.8865737915039}, {16: 0.031611111015081406}, {309: 0.020701376721262932}, {322: 0.017635926604270935}, {12: 0.008660427294671535}]","[{94: 99.87498474121094}, {21: 0.032246921211481094}, {141: 0.022203417494893074}, {20: 0.020543832331895828}, {103: 0.00921365525573492}]"
n01833805_7990,n01833805_7990.png,"[{94: 99.96215057373047}, {140: 0.02211608737707138}, {141: 0.010982788167893887}, {142: 0.0029666780028492212}, {16: 0.000661824073176831}]","[{94: 98.4537124633789}, {140: 0.8629951477050781}, {141: 0.20585009455680847}, {21: 0.12931299209594727}, {20: 0.06434919685125351}]"
n01833805_3626,n01833805_3626.png,"[{94: 99.00126647949219}, {142: 0.6299189329147339}, {129: 0.13722115755081177}, {140: 0.06640607863664627}, {141: 0.06582988798618317}]","[{94: 64.04698181152344}, {21: 11.032044410705566}, {129: 4.593860626220703}, {141: 2.4659366607666016}, {133: 1.9307427406311035}]"
n01833805_9359,n01833805_9359.png,"[{94: 99.99382781982422}, {95: 0.0012177313910797238}, {309: 0.001066280179657042}, {142: 0.0003841208526864648}, {129: 0.00033800123492255807}]","[{94: 71.48661041259766}, {21: 7.124462604522705}, {394: 4.427093505859375}, {20: 1.275462031364441}, {34: 1.0887782573699951}]"
n01833805_515,n01833805_515.png,"[{94: 99.96212768554688}, {95: 0.009839441627264023}, {16: 0.0078089493326842785}, {13: 0.005128882825374603}, {140: 0.002174843568354845}]","[{94: 99.2865219116211}, {21: 0.22694560885429382}, {89: 0.07766419649124146}, {391: 0.051802244037389755}, {389: 0.05039038509130478}]"
n01833805_6164,n01833805_6164.png,"[{984: 39.41541290283203}, {94: 4.916180610656738}, {325: 3.3431859016418457}, {14: 3.245076894760132}, {324: 3.1856529712677}]","[{644: 3.434701919555664}, {111: 2.724581003189087}, {818: 1.6884920597076416}, {626: 1.5937384366989136}, {530: 1.3853106498718262}]"
n01833805_19791,n01833805_19791.png,"[{94: 99.98878479003906}, {128: 0.003118418389931321}, {95: 0.0018469076603651047}, {994: 0.001028331695124507}, {92: 0.0007539537618868053}]","[{94: 99.9984130859375}, {128: 0.0005960660055279732}, {95: 0.00012967450311407447}, {84: 9.704488184070215e-05}, {23: 8.615444676252082e-05}]"
n01833805_7245,n01833805_7245.png,"[{94: 99.99996185302734}, {141: 1.641666858631652e-05}, {16: 5.550254172703717e-06}, {140: 1.5021106491985847e-06}, {12: 8.188233096007025e-07}]","[{94: 99.95260620117188}, {141: 0.01118639949709177}, {20: 0.010476750321686268}, {16: 0.008828679099678993}, {92: 0.0053746383637189865}]"
n01833805_6348,n01833805_6348.png,"[{94: 99.99055480957031}, {141: 0.00541655533015728}, {140: 0.0014072037301957607}, {142: 0.0007432292331941426}, {129: 0.00018652512517292053}]","[{94: 93.33821105957031}, {129: 5.261865615844727}, {141: 0.6770801544189453}, {142: 0.32326263189315796}, {140: 0.09825153648853302}]"
n01833805_19104,n01833805_19104.png,"[{94: 99.79544830322266}, {140: 0.16857387125492096}, {12: 0.012483962811529636}, {21: 0.00644741440191865}, {92: 0.00471795629709959}]","[{94: 99.9040298461914}, {140: 0.07546500116586685}, {12: 0.003581077791750431}, {21: 0.003474059049040079}, {95: 0.0029904169496148825}]"
n01833805_3733,n01833805_3733.png,"[{94: 99.88726043701172}, {95: 0.09902182221412659}, {92: 0.00389690394513309}, {142: 0.0036753437016159296}, {140: 0.002682505175471306}]","[{94: 99.96797180175781}, {140: 0.007950160652399063}, {142: 0.005061908159404993}, {92: 0.0039055573288351297}, {95: 0.0032697226852178574}]"
n01833805_2836,n01833805_2836.png,"[{94: 99.99856567382812}, {95: 0.0008898675441741943}, {141: 0.00010541403025854379}, {20: 0.00010531293810345232}, {15: 7.15198038960807e-05}]","[{94: 99.86587524414062}, {141: 0.0675700232386589}, {20: 0.019796745851635933}, {129: 0.010851963423192501}, {140: 0.003551697125658393}]"
n01833805_10663,n01833805_10663.png,"[{94: 99.9998550415039}, {95: 4.263808295945637e-05}, {16: 2.5318180632893927e-05}, {92: 1.8176813682657667e-05}, {784: 1.540409903100226e-05}]","[{94: 99.88892364501953}, {141: 0.025712981820106506}, {92: 0.021791648119688034}, {725: 0.009038508869707584}, {16: 0.004383034538477659}]"
